,Age,Height,Market_Value,Months_left,Sub_app,Mins,Goals,Assists,PS%,MotM,Rating,CrAss,CorAss,ThrbAss,FreAss,OthAss,BlkSh,BlkCr,BlkPs,TotClr,Fouled,Fouls,SYBGs,PAGs,OOBGs,TotInt,COF,UnTch,Dispo,SYBSh,Card,League_EPL,League_Laliga,League_Ligue1,League_SerieA,Foot_left,Foot_right,Position_Group_Tiền vệ,Position_Group_Tiền đạo,Continent_Grouped_Europe,Continent_Grouped_Other,Club_Group_Lower Tier,Club_Group_Mid-High Tier,Club_Group_Mid-Tier,Club_Group_Top Tier,Club_Group_Upper Tier
622,21,190,20.0,0.0,8.0,1276.0,0,1,85.5,0,6.33,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.8,0.7,0.6,1.2,0.0,0.0,0.0,0.5,0.0,0.4,0.4,0.0,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
623,22,187,55.0,49.0,0.0,2610.0,1,1,90.1,0,6.69,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,3.2,0.6,1.3,0.0,0.0,0.0,1.0,0.1,0.4,0.2,0.1,7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
624,28,175,15.0,37.0,2.0,2662.0,1,3,81.2,0,6.89,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.6,1.8,0.3,1.5,0.0,0.0,0.0,1.3,0.1,0.9,0.5,0.0,8,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
625,33,192,8.0,13.0,2.0,1813.0,0,0,91.1,0,6.39,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,2.8,0.4,0.3,0.0,0.0,0.0,0.5,0.1,0.3,0.1,0.0,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
626,18,189,22.0,49.0,10.0,219.0,1,0,87.1,0,6.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.5,0.1,0.3,0.0,0.1,0.0,0.2,0.0,0.5,0.1,0.0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
627,22,186,35.0,49.0,2.0,2366.0,12,2,61.9,3,6.73,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.8,1.5,2.0,0.1,0.3,0.0,0.1,0.4,3.0,1.8,0.2,9,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
628,27,175,45.0,25.0,0.0,1754.0,2,1,90.0,1,6.86,0.0,0.0,0.1,0.0,0.0,0.4,0.2,0.7,2.7,0.4,1.1,0.0,0.1,0.1,1.6,0.0,0.1,0.2,0.1,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
629,19,187,25.0,73.0,15.0,1107.0,0,1,89.4,0,6.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.8,0.5,0.8,0.0,0.0,0.0,0.9,0.0,0.8,0.7,0.0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
630,31,178,12.0,13.0,3.0,2163.0,0,4,83.2,1,6.77,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.7,2.5,0.4,0.6,0.0,0.0,0.0,0.9,0.2,0.6,0.5,0.0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
631,27,180,35.0,25.0,4.0,2083.0,4,0,78.0,0,6.57,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,1.0,1.8,1.6,0.0,0.1,0.0,0.6,0.2,1.8,1.7,0.0,8,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
632,28,180,85.0,25.0,7.0,2072.0,11,5,86.1,5,7.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.2,0.9,1.5,0.0,0.3,0.0,0.2,0.3,1.6,1.4,0.3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
633,19,175,18.0,49.0,9.0,114.0,0,0,90.9,0,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
634,40,190,0.7,1.0,1.0,1071.0,0,0,63.3,0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
635,29,178,16.0,25.0,3.0,80.0,0,0,87.8,0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
636,23,181,6.0,13.0,1.0,604.0,0,0,84.2,0,6.33,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.6,2.9,0.5,0.4,0.0,0.0,0.0,1.0,0.0,0.9,0.1,0.1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
637,26,193,2.0,25.0,3.0,1007.0,0,0,88.3,0,6.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,4.6,0.2,0.4,0.0,0.0,0.0,1.4,0.1,0.3,0.0,0.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
638,24,187,15.0,37.0,0.0,2206.0,0,0,56.8,0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
639,21,178,35.0,61.0,8.0,1775.0,0,1,88.9,0,6.46,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.3,0.6,0.7,0.0,0.0,0.0,0.8,0.1,0.6,0.6,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
640,29,188,32.0,25.0,0.0,1710.0,0,0,94.5,0,6.43,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,2.7,0.5,0.8,0.0,0.0,0.0,0.4,0.0,0.2,0.3,0.2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
641,24,182,50.0,49.0,5.0,1537.0,1,0,87.9,0,6.59,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.6,1.2,1.5,0.0,0.0,0.0,1.0,0.0,1.1,0.8,0.0,9,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
642,26,173,30.0,37.0,3.0,2451.0,4,1,88.9,2,6.59,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.8,1.0,1.0,0.0,0.1,0.0,0.7,0.1,0.8,0.2,0.0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
643,19,187,8.0,49.0,3.0,71.0,0,0,68.8,0,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
644,24,182,45.0,13.0,0.0,2700.0,3,2,84.2,2,6.78,0.0,0.0,0.0,0.0,0.0,0.7,0.1,1.0,4.6,0.8,0.7,0.1,0.0,0.0,0.8,0.0,0.5,0.5,0.1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
645,29,182,20.0,1.0,3.0,394.0,3,1,86.4,1,6.84,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.3,0.4,0.9,0.1,0.3,0.0,0.1,0.3,0.6,0.9,0.1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
646,27,185,24.0,13.0,2.0,1012.0,0,0,77.8,1,6.61,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,3.8,0.5,1.4,0.0,0.0,0.0,0.8,0.0,0.4,0.4,0.1,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
647,27,185,50.0,1.0,3.0,983.0,4,1,76.9,0,6.72,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.1,0.3,0.5,0.9,0.4,0.0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
648,26,178,20.0,37.0,7.0,1533.0,3,5,79.7,0,6.88,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.5,0.4,0.9,1.0,0.0,0.1,0.0,0.2,0.2,1.6,1.8,0.2,5,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
649,31,195,10.0,25.0,0.0,2736.0,0,1,72.5,2,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
650,28,188,15.0,37.0,1.0,610.0,1,1,74.8,0,6.8,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.8,1.5,1.0,1.1,0.0,0.1,0.0,0.5,0.4,2.9,0.6,0.1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
651,22,169,0.6,37.0,1.0,14.0,0,0,75.0,0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
652,36,191,1.0,13.0,0.0,900.0,0,0,75.9,0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
653,26,178,100.0,37.0,3.0,1870.0,2,4,87.4,1,6.83,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.8,0.4,0.0,0.1,0.0,0.1,0.0,1.1,1.5,0.0,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
654,26,181,28.0,37.0,7.0,315.0,0,0,81.1,0,6.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.5,0.9,0.0,0.0,0.0,0.2,0.0,0.5,0.7,0.0,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
655,32,176,0.5,1.0,5.0,181.0,0,0,76.5,0,6.06,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
656,30,177,25.0,25.0,5.0,1862.0,5,1,92.9,2,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.8,0.8,0.0,0.0,0.2,0.7,0.0,0.6,1.1,0.0,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
657,20,178,15.0,49.0,2.0,2420.0,2,3,84.0,1,6.69,0.1,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.8,1.5,1.3,0.0,0.1,0.0,0.6,0.1,1.5,1.0,0.1,8,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
658,25,183,55.0,49.0,3.0,2168.0,14,4,77.9,8,7.37,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.6,0.7,2.2,1.4,0.0,0.3,0.2,0.6,0.3,2.5,1.6,0.1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
659,21,184,10.0,37.0,2.0,24.0,1,0,66.7,0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
660,26,183,35.0,37.0,7.0,1223.0,0,4,88.2,1,6.62,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.9,0.6,1.3,0.0,0.0,0.0,0.6,0.2,1.1,0.5,0.0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
661,29,180,16.0,13.0,10.0,754.0,0,1,82.3,0,6.4,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.5,0.6,0.6,0.4,0.0,0.0,0.0,0.3,0.0,0.4,0.3,0.0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
662,19,177,10.0,97.0,1.0,7.0,0,0,100.0,0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
663,19,183,40.0,1.0,2.0,402.0,2,0,81.4,0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.6,0.7,0.0,0.3,0.0,0.0,0.0,1.4,1.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
664,25,188,27.0,49.0,15.0,505.0,1,2,86.9,1,6.32,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.7,0.3,0.8,0.0,0.1,0.0,0.4,0.0,0.5,0.4,0.1,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
665,33,185,2.5,13.0,4.0,1812.0,2,1,84.3,0,6.67,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,3.2,0.4,0.7,0.0,0.0,0.0,0.8,0.1,0.4,0.2,0.0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
666,24,189,22.0,49.0,8.0,612.0,1,1,85.8,0,6.47,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.3,0.6,0.7,0.0,0.1,0.0,0.8,0.1,0.7,0.2,0.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
667,29,183,8.0,13.0,1.0,12.0,0,0,100.0,0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
668,25,189,40.0,49.0,4.0,2093.0,2,0,90.5,1,6.72,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.3,3.1,0.4,0.6,0.0,0.0,0.0,1.2,0.1,0.2,0.1,0.3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
669,27,185,28.0,25.0,3.0,1566.0,1,1,85.4,0,6.68,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,2.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.3,0.0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
670,33,188,7.0,25.0,0.0,2880.0,0,0,47.0,1,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
671,25,190,22.0,49.0,0.0,2579.0,1,1,82.4,2,6.89,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.9,5.7,0.6,1.1,0.0,0.0,0.0,1.7,0.0,0.7,0.1,0.2,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
672,27,194,30.0,73.0,0.0,2809.0,0,1,86.8,1,6.74,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.5,5.3,0.4,0.4,0.0,0.0,0.0,1.1,0.0,0.4,0.1,0.2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
673,20,179,18.0,1.0,6.0,58.0,0,0,79.2,0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
674,32,188,6.0,1.0,1.0,812.0,2,0,83.2,1,6.63,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3,5.0,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.2,0.0,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
675,35,180,1.0,1.0,3.0,845.0,1,1,70.8,0,6.36,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.5,0.9,0.0,0.1,0.0,0.0,0.3,2.5,1.4,0.4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
676,23,193,55.0,49.0,1.0,907.0,0,2,91.0,0,6.6,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.3,3.0,0.6,0.9,0.0,0.0,0.0,0.8,0.0,0.5,0.4,0.0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
677,28,189,35.0,37.0,10.0,1340.0,6,1,80.0,3,6.81,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.9,0.8,1.4,0.1,0.2,0.0,0.5,0.3,0.9,0.8,0.3,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
678,17,180,15.0,25.0,5.0,182.0,0,1,85.2,0,6.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.4,0.0,0.0,0.0,0.1,0.3,0.9,0.6,0.0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
679,24,180,25.0,61.0,4.0,2423.0,2,10,77.7,2,7.06,0.1,0.1,0.1,0.0,0.1,0.1,0.1,1.0,0.9,0.7,0.4,0.0,0.1,0.0,0.8,0.2,1.7,1.3,0.0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
680,21,180,35.0,37.0,0.0,2810.0,2,5,80.1,1,6.81,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.7,2.8,1.4,0.8,0.0,0.1,0.0,1.2,0.0,1.3,0.6,0.0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
681,32,175,55.0,25.0,0.0,2840.0,27,18,74.3,10,7.75,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.2,1.0,0.7,0.2,0.7,0.0,0.2,0.5,3.1,1.8,0.4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
682,24,177,50.0,37.0,0.0,2180.0,3,2,89.8,0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,2.1,1.3,0.0,0.1,0.0,0.2,0.7,2.3,3.2,0.2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
683,23,178,80.0,73.0,0.0,2816.0,1,2,90.4,0,6.99,0.0,0.0,0.1,0.0,0.0,0.3,0.2,1.0,1.2,1.6,1.8,0.0,0.0,0.0,1.3,0.0,1.0,0.7,0.0,9,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
684,23,192,15.0,49.0,17.0,744.0,0,0,74.8,0,6.33,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,2.9,0.1,0.4,0.0,0.0,0.0,0.4,0.0,0.3,0.1,0.0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
685,25,171,50.0,25.0,0.0,2306.0,5,7,80.8,3,7.01,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.8,1.2,1.1,0.1,0.1,0.0,0.6,0.3,2.2,1.3,0.4,8,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
686,22,187,50.0,61.0,0.0,2610.0,8,7,75.0,2,6.9,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.5,0.5,1.5,1.4,0.0,0.2,0.1,0.2,0.1,2.9,2.1,0.2,8,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
687,22,180,55.0,49.0,0.0,2750.0,1,0,78.9,3,6.99,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.7,6.5,0.1,0.7,0.0,0.0,0.0,0.9,0.0,0.6,0.3,0.1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
688,22,192,10.0,61.0,3.0,19.0,0,0,100.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.7,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
689,30,180,32.0,25.0,2.0,683.0,0,0,94.4,0,6.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,2.2,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.4,0.3,0.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
690,27,178,5.0,13.0,10.0,600.0,1,0,80.0,0,6.36,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.3,0.8,0.3,0.0,0.1,0.0,0.3,0.1,1.1,0.7,0.0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
691,23,193,28.0,49.0,0.0,2880.0,2,2,86.3,0,6.95,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.6,5.8,0.8,0.8,0.0,0.0,0.0,1.0,0.2,0.5,0.3,0.1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
692,23,189,15.0,25.0,7.0,199.0,0,0,78.3,0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
693,22,188,3.8,37.0,2.0,625.0,0,0,93.8,0,6.27,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3,2.8,0.4,0.9,0.0,0.0,0.0,0.4,0.0,0.4,0.1,0.2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
694,34,175,1.5,1.0,8.0,481.0,0,0,77.8,0,6.04,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
695,24,183,20.0,13.0,7.0,2052.0,1,2,80.8,1,6.89,0.0,0.0,0.0,0.0,0.0,0.2,0.5,1.0,3.1,1.2,0.7,0.0,0.0,0.0,0.8,0.0,0.7,0.5,0.0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
696,35,190,2.0,1.0,0.0,180.0,0,0,61.1,0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
697,32,198,10.0,13.0,0.0,1980.0,0,0,63.0,1,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
698,32,189,12.0,37.0,9.0,461.0,3,1,65.1,0,6.49,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.7,0.3,1.0,0.1,0.2,0.0,0.0,0.4,0.9,0.3,0.1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
699,23,188,40.0,49.0,0.0,573.0,0,0,93.5,0,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.1,0.4,1.4,0.0,0.0,0.0,0.6,0.0,0.9,1.0,0.1,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
700,20,193,7.0,37.0,2.0,275.0,1,0,87.8,0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.4,0.8,0.0,0.2,0.0,0.4,0.2,1.4,0.6,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
701,23,187,55.0,97.0,2.0,1965.0,9,5,75.4,2,6.97,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.4,0.6,1.0,1.0,0.1,0.3,0.0,0.1,0.7,2.2,1.3,0.5,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
702,26,179,17.0,37.0,10.0,1571.0,0,0,87.8,0,6.59,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.4,0.5,1.0,0.0,0.0,0.0,0.9,0.0,0.6,0.3,0.1,8,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
703,27,195,28.0,49.0,0.0,2790.0,4,2,81.5,1,6.94,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.5,5.1,0.1,0.5,0.1,0.1,0.0,0.7,0.0,0.0,0.1,0.2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
704,23,182,40.0,61.0,5.0,1613.0,7,3,84.5,2,6.84,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.3,0.8,0.8,0.0,0.2,0.0,0.3,0.2,1.5,0.9,0.2,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
705,27,183,32.0,37.0,3.0,2485.0,0,1,85.6,1,6.77,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,2.2,0.6,1.1,0.0,0.0,0.0,1.0,0.1,0.7,0.5,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
706,31,177,10.0,1.0,1.0,2422.0,0,4,81.7,0,6.7,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.6,2.8,0.9,1.5,0.0,0.0,0.0,0.8,0.1,1.2,0.6,0.0,7,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
707,27,187,10.0,1.0,1.0,116.0,0,0,63.0,0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
708,28,184,20.0,1.0,0.0,2575.0,2,1,79.7,3,6.83,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.7,2.9,1.1,0.7,0.0,0.0,0.0,1.0,0.1,1.3,0.7,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
709,28,175,22.0,13.0,8.0,356.0,0,0,82.9,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.0,0.0,0.0,0.3,0.1,0.2,0.2,0.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
710,24,175,12.0,49.0,11.0,847.0,0,0,85.0,0,6.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.6,0.7,0.7,0.0,0.0,0.0,0.4,0.0,0.6,0.3,0.0,6,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
711,29,180,50.0,37.0,6.0,2178.0,14,6,75.4,2,6.77,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.4,0.9,0.8,0.1,0.3,0.0,0.2,0.3,1.4,1.3,0.4,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
712,26,183,75.0,49.0,1.0,742.0,6,0,83.9,1,7.24,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.3,1.7,0.8,0.0,0.4,0.2,0.5,0.8,2.8,0.9,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
713,21,174,22.0,49.0,1.0,2234.0,3,2,83.8,1,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.2,1.3,1.0,0.0,0.1,0.0,0.4,0.1,2.5,2.0,0.0,5,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
714,27,178,20.0,1.0,5.0,1256.0,1,0,90.3,0,6.61,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,1.1,0.9,1.3,0.0,0.1,0.0,1.1,0.1,0.6,0.6,0.0,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
715,21,175,25.0,49.0,2.0,13.0,0,0,81.8,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
